customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,totcharges_to_tenure_ratio
9821-BESNZ,66,1,2,2,104.25,6860.6,0,103.9484848
3678-MNGZX,68,1,3,0,19.95,1377.7,0,20.26029412
1335-NTIUC,9,0,0,2,24.95,190.25,0,21.13888889
2916-BQZLN,19,1,0,2,84.75,1651.95,0,86.94473684
4558-CGYCZ,4,1,0,3,19.75,78.3,0,19.575
2368-GAKKQ,70,1,3,0,113.65,7939.25,0,113.4178571
8710-YGLWG,1,1,0,3,44.9,44.9,0,44.9
3199-XGZCY,8,1,0,2,75.25,576.7,0,72.0875
3785-KTYSH,53,1,3,3,24.6,1279,0,24.13207547
6814-ZPWFQ,51,1,2,0,25,1260.7,0,24.71960784
4063-EIKNQ,11,1,0,0,20.95,267.35,0,24.30454545
6993-YCOBK,60,1,3,2,110.6,6586.85,0,109.7808333
5206-HPJKM,17,1,0,1,55.5,934.15,0,54.95
7587-RZNME,3,1,0,2,43.3,123.65,1,41.21666667
0748-RDGGM,70,1,2,0,109.5,7534.65,1,107.6378571
8393-JMVMB,1,1,0,3,19.45,19.45,0,19.45
5019-GQVCR,43,1,0,2,84.85,3645.6,0,84.78139535
6036-TTFYU,16,1,0,3,19.6,314.45,0,19.653125
2550-AEVRU,57,1,2,2,53.45,3053,0,53.56140351
0969-RGKCU,37,1,2,1,19.8,677.05,0,18.29864865
0378-CJKPV,72,1,3,1,112.1,7965.95,0,110.6381944
4706-AXVKM,11,1,0,1,84.8,906.85,1,82.44090909
5889-JTMUL,50,1,0,2,95.05,4888.7,1,97.774
9026-RNUJS,5,1,0,2,50.35,237.25,1,47.45
3746-EUBYR,1,1,0,0,74.6,74.6,1,74.6
2332-EFBJY,16,1,0,3,19.7,342.4,1,21.4
2880-FPNAE,2,1,0,2,74.2,140.1,0,70.05
1703-MGIAB,17,1,0,3,69,1108,0,65.17647059
4311-QTTAI,16,1,2,1,19.35,295.55,0,18.471875
9474-PHLYD,15,1,0,2,59.45,892.65,1,59.51
4318-RAJVY,10,1,2,3,19.8,198.25,0,19.825
2165-VOEGB,46,1,2,0,105.2,4822.85,1,104.8445652
3612-YUNGG,64,1,3,1,109.2,6741.15,0,105.3304688
2254-DLXRI,1,1,0,3,79.15,79.15,0,79.15
5062-CJJKH,25,1,2,3,53.65,1355.45,0,54.218
9028-LIHRP,71,1,3,1,100.2,7209,0,101.5352113
2219-MVUSO,8,1,0,3,45.15,438.4,1,54.8
1053-MXTTK,72,1,3,0,108.65,7726.35,0,107.3104167
1530-ZTDOZ,49,0,0,0,40.65,2070.75,0,42.26020408
1301-LOPVR,29,0,2,1,55.35,1636.95,0,56.44655172
0853-TWRVK,72,1,3,0,105.6,7581.5,0,105.2986111
8914-RBTSB,31,1,0,2,93.8,3019.5,1,97.40322581
6212-ATMLK,50,1,0,2,95.7,4729.75,0,94.595
8200-LGKSR,71,1,3,2,83.2,6126.1,0,86.28309859
1568-BEKZM,70,1,3,1,90.05,6333.4,0,90.47714286
0670-ANMUU,71,1,2,1,97.65,6687.85,0,94.19507042
6897-RWMUB,61,1,3,0,68.05,4158.25,0,68.16803279
0963-ZBDRN,32,1,0,2,96.2,3183.4,1,99.48125
7594-RQHXR,1,1,0,2,79.6,79.6,1,79.6
6999-CHVCF,68,1,3,0,102.1,7149.35,0,105.1375
6134-KWTBV,62,1,3,0,23.4,1429.65,0,23.05887097
1077-HUUJM,7,1,0,2,71.05,472.65,0,67.52142857
6331-EWIEB,20,1,0,2,85.25,1734.5,1,86.725
0895-LNKRC,6,1,2,3,19.45,113.5,0,18.91666667
2045-BMBTJ,33,0,0,0,59.45,1884.65,0,57.11060606
8417-GSODA,28,1,2,0,92.2,2568.15,0,91.71964286
5171-EPLKN,27,1,3,1,19.85,470,0,17.40740741
4452-QIIEB,7,1,0,3,43.9,278.4,0,39.77142857
5998-VVEJY,26,1,0,2,80.5,2088.8,1,80.33846154
1624-NALOJ,5,1,0,2,89.8,502.6,1,100.52
6741-EGCBI,30,1,0,1,90.5,2595.85,0,86.52833333
7820-ZYGNY,63,1,2,1,90.45,5825.5,0,92.46825397
4317-VTEOA,1,1,0,2,50.75,50.75,1,50.75
9677-AVKED,53,1,2,2,84.6,4449.75,0,83.95754717
1670-SVOWZ,14,1,0,1,89.65,1208.35,1,86.31071429
2227-JRSJX,21,1,0,0,99.15,1956.4,0,93.16190476
9847-HNVGP,17,1,2,3,19.95,310.6,0,18.27058824
6696-YDAYZ,16,1,3,3,20.5,290.55,0,18.159375
8980-WQFWL,35,1,0,2,62.1,2096.1,0,59.88857143
1730-ZMAME,32,1,0,2,79.5,2665,0,83.28125
6506-EYCNH,28,1,0,0,19.55,543.8,0,19.42142857
4634-JLRJT,1,1,0,3,20.35,20.35,0,20.35
9501-UKKNL,59,0,0,2,51.7,3005.8,0,50.94576271
2560-QTSBS,72,1,2,0,23.3,1623.15,0,22.54375
7541-YLXCL,36,1,2,3,65.4,2498.4,1,69.4
4795-WRNVT,40,1,0,3,65.1,2586,0,64.65
6080-TCMYC,40,1,0,2,81.2,3292.3,0,82.3075
0260-ZDLGK,9,1,0,3,72.9,651.4,1,72.37777778
7860-UXCRM,63,1,3,1,74.5,4674.55,0,74.19920635
6357-JJPQT,3,1,0,2,80.5,232.35,0,77.45
2292-XQWSV,40,0,2,3,60.3,2448.5,0,61.2125
9552-TGUZV,8,1,0,3,75,658.1,0,82.2625
5913-INRQV,34,1,2,3,90.15,3128.8,0,92.02352941
8722-NGNBH,5,0,0,3,40,223.45,1,44.69
6210-KBBPI,9,1,0,1,99.45,919.4,1,102.1555556
9643-YBLUR,9,1,0,1,69.05,653.95,0,72.66111111
8734-FNWVH,31,1,0,0,59.7,1825.5,0,58.88709677
9447-YPTBX,50,1,2,0,19.85,943.1,0,18.862
0133-BMFZO,2,1,0,2,86.25,181.65,1,90.825
6128-CZOMY,1,1,0,2,45.65,45.65,1,45.65
9540-JYROE,8,1,0,3,70.1,551.35,1,68.91875
9026-LHEVG,9,0,0,2,40.75,359.4,0,39.93333333
2260-USTRB,2,1,0,0,70.2,115.95,1,57.975
3656-TKRVZ,3,1,0,2,55.35,165.2,1,55.06666667
7011-CVEUC,25,1,0,1,95.7,2338.35,0,93.534
6185-TASNN,1,1,0,2,46.3,46.3,0,46.3
7925-PNRGI,45,1,0,3,81.3,3541.1,0,78.69111111
8623-TMRBY,51,1,0,2,84.2,4146.05,1,81.29509804
1552-CZCLL,55,1,0,1,20,1087.25,0,19.76818182
3038-PQIUY,38,1,0,0,66.15,2522.4,0,66.37894737
1501-SGHBW,2,1,0,3,45.85,81,1,40.5
9313-CDOGY,38,1,0,2,19.6,717.3,0,18.87631579
8148-BPLZQ,34,1,0,2,49.8,1734.2,0,51.00588235
2623-DRYAM,70,1,2,2,101.75,7069.3,0,100.99
9987-LUTYD,13,1,2,3,55.15,742.9,0,57.14615385
3208-YPIOE,39,1,0,2,75.25,3017.65,1,77.37564103
4488-KQFDT,61,1,2,2,103.95,6423,0,105.295082
2612-RANWT,12,1,0,0,100.15,1164.3,1,97.025
5693-PIPCS,41,1,3,1,99.65,4220.35,0,102.9353659
0491-KAPQG,21,1,0,2,73.7,1558.7,0,74.22380952
1925-LFCZZ,55,0,2,0,50.05,2743.45,0,49.88090909
8039-EQPIM,69,0,3,0,60.25,4055.5,0,58.77536232
6900-PXRMS,26,1,0,2,105.75,2710.25,1,104.2403846
8707-RMEZH,69,1,2,1,87.3,6055.55,0,87.7615942
3346-BRMIS,18,0,0,2,48.35,810.7,1,45.03888889
3209-ZPKFI,47,1,0,2,54.25,2538.2,0,54.00425532
6479-VDGRK,72,1,3,0,85.3,6129.2,0,85.12777778
9373-WSLOY,33,0,0,2,50,1750.85,0,53.05606061
2933-FILNV,2,0,0,3,24.4,36.55,1,18.275
3569-JFODW,72,1,3,1,90.95,6652.45,0,92.39513889
9819-FBNSV,37,1,0,0,72.25,2575.45,0,69.60675676
9544-PYPSJ,62,1,0,1,96.1,6019.35,0,97.08629032
1591-XWLGB,71,1,3,1,19.85,1379.6,0,19.43098592
0396-UKGAI,23,1,0,0,55.3,1284.2,0,55.83478261
3243-ZHOHY,16,1,2,3,20.1,296.15,0,18.509375
5186-EJEGL,9,1,0,3,69.5,653.25,0,72.58333333
7527-QNRUS,17,1,3,3,25.15,412.6,0,24.27058824
9986-BONCE,4,1,0,0,20.95,85.5,1,21.375
2722-JMONI,1,1,0,2,49.55,49.55,1,49.55
2203-GHNWN,24,1,0,3,79.65,1928.7,0,80.3625
3878-AVSOQ,1,1,0,2,71.25,71.25,0,71.25
3258-SYSWS,72,1,3,0,113.8,7845.8,0,108.9694444
5296-PSYVW,72,1,3,2,24.55,1750.7,0,24.31527778
6319-QSUSR,11,1,0,1,19.7,216.2,0,19.65454545
4083-EUGRJ,9,1,0,3,20.25,178.5,1,19.83333333
7579-OOPEC,2,1,0,1,50.15,115.1,1,57.55
0512-FLFDW,60,1,2,1,100.5,6029,0,100.4833333
1771-OADNZ,29,1,0,2,95.9,2745.2,1,94.66206897
0487-CRLZF,49,1,3,0,74.45,3721.9,0,75.95714286
2107-FBPTK,30,1,0,2,104.1,3121.1,0,104.0366667
9451-WLYRI,53,1,2,1,19.05,990.45,0,18.68773585
8219-VYBVI,39,1,3,3,25,1004.35,0,25.7525641
1991-VOPLL,9,1,0,3,19.05,157.65,0,17.51666667
9738-QLWTP,39,1,2,2,81.9,3219.75,0,82.55769231
1016-DJTSV,8,1,0,2,69.7,572.85,0,71.60625
9419-IPPBE,51,1,2,2,90.15,4554.85,0,89.31078431
0174-QRVVY,71,1,3,1,25.35,1847.55,0,26.02183099
5699-BNCAS,71,1,3,3,24.65,1766.75,0,24.88380282
2900-PHPLN,70,1,3,1,19.55,1462.05,0,20.88642857
0612-RTZZA,1,0,0,2,25.25,25.25,1,25.25
8106-GWQOK,38,0,3,0,60,2193.2,0,57.71578947
8751-EDEKA,28,1,0,1,89.9,2433.5,0,86.91071429
6878-GGDWG,32,1,0,0,19.4,641.15,0,20.0359375
4039-PIMHX,49,1,3,3,49.8,2398.4,0,48.94693878
8450-LUGUK,37,1,3,0,24.1,861.85,0,23.29324324
3604-WLABM,10,1,0,2,54.25,583,0,58.3
0795-GMVQO,67,1,2,1,109.9,7332.4,0,109.438806
2259-OUUSZ,7,0,2,1,35.5,249.55,0,35.65
1142-IHLOO,51,1,2,1,87.55,4475.9,0,87.7627451
6410-LEFEN,9,1,0,2,45.15,416.45,1,46.27222222
4633-MKHYU,9,1,0,3,88.4,788.6,0,87.62222222
6257-RJOHI,4,1,0,3,50.8,202.3,0,50.575
1545-JFUML,71,1,3,2,99,6994.6,0,98.51549296
3194-ORPIK,50,1,0,0,84.4,4116.15,1,82.323
7826-VVKWT,24,1,3,2,96.55,2263.45,0,94.31041667
1353-GHZOS,22,1,2,0,59.75,1374.35,0,62.47045455
2587-EKXTS,44,1,0,2,111.5,4915.15,0,111.7079545
5442-BXVND,33,1,0,0,24.25,838.5,0,25.40909091
8816-VXNZD,1,1,0,2,75.1,75.1,1,75.1
9378-FXTIZ,54,1,2,1,70.15,3715.65,1,68.80833333
1723-HKXJQ,42,1,0,2,101.75,4273.45,1,101.7488095
7825-GKXMW,1,1,0,2,45.8,45.8,1,45.8
9753-OYLBX,1,1,0,3,20.5,20.5,0,20.5
2364-UFROM,30,1,2,2,70.4,2044.75,0,68.15833333
6656-JWRQX,1,0,0,3,30.55,30.55,0,30.55
6473-ULUHT,16,1,0,2,84.9,1398.25,0,87.390625
1240-KNSEZ,1,1,0,3,20.1,20.1,1,20.1
0836-SEYLU,9,0,0,3,40.65,328.95,1,36.55
4433-JCGCG,46,1,0,2,101,4680.05,1,101.7402174
3716-BDVDB,1,1,0,2,69.1,69.1,1,69.1
7688-AWMDX,71,1,3,0,54.5,3778.2,0,53.21408451
2842-BCQGE,43,1,0,1,75.35,3161.4,0,73.52093023
7244-QWYHG,50,0,2,0,44.45,2188.45,0,43.769
5899-MQZZL,13,1,0,3,75,999.45,1,76.88076923
6849-OYAMU,19,1,2,0,100,1888.65,1,99.40263158
5312-UXESG,41,1,0,0,98.05,3990.6,0,97.33170732
9488-HGMJH,1,1,0,2,71.15,71.15,1,71.15
6038-GCYEC,24,0,0,1,54.15,1240.25,1,51.67708333
2150-WLKUW,40,1,2,0,63.9,2635,0,65.875
7159-FVYPK,3,1,0,0,69.15,235,0,78.33333333
7032-LMBHI,37,1,2,0,64.65,2347.85,0,63.45540541
1150-WFARN,67,1,3,1,108.75,7156.2,1,106.8089552
6088-BXMRG,32,1,0,2,98.85,3089.6,0,96.55
3144-AUDBS,6,1,0,2,49.15,270.8,1,45.13333333
4821-SJHJV,32,1,0,2,89.6,2901.8,0,90.68125
7346-MEDWM,59,1,0,2,83.25,4949.1,0,83.88305085
1137-DGOWI,30,1,2,0,70.25,2198.9,0,73.29666667
5616-PRTNT,20,1,0,2,19.4,374.5,1,18.725
3812-LRZIR,27,1,3,2,24.5,761.95,0,28.22037037
4818-QIUFN,20,1,0,2,79.15,1520.9,1,76.045
9483-GCPWE,9,1,2,3,20.1,190.25,0,21.13888889
4227-OJHAL,68,1,2,1,73,5163,0,75.92647059
9220-CXRSC,69,1,3,1,61.4,4059.85,0,58.8384058
4993-JCRGJ,26,1,0,3,84.3,2281.6,0,87.75384615
9537-JALFH,69,1,3,0,19.9,1356.7,0,19.66231884
6698-OXETB,11,1,3,3,20.4,231.45,0,21.04090909
2103-ZRXFN,1,1,0,3,50.75,50.75,0,50.75
3724-BSCVH,10,1,2,3,20.45,242.4,0,24.24
4877-TSOFF,55,1,2,0,75.75,4264.25,0,77.53181818
9209-NWPGU,44,1,2,2,65.4,2774.55,0,63.05795455
6961-VCPMC,46,1,0,2,80.4,3605.2,1,78.37391304
7306-YDSOI,69,1,3,0,59.75,4069.9,0,58.98405797
5288-AHOUP,11,1,0,2,78.5,874.2,0,79.47272727
6688-UZPWD,11,1,0,2,102,1145.35,1,104.1227273
0655-YDGFJ,29,1,0,0,48.95,1323.7,0,45.64482759
8468-EHYJA,57,1,0,2,99.65,5497.05,0,96.43947368
6823-SIDFQ,28,1,2,1,18.25,534.7,0,19.09642857
1097-FSPVW,42,1,0,1,54.55,2455.05,0,58.45357143
2839-RFSQE,2,1,0,3,20.65,38.7,1,19.35
8328-SKJNO,23,0,2,0,40.65,947.4,0,41.19130435
7010-ZMVBF,18,1,0,3,20.45,357,0,19.83333333
5201-CBWYG,62,1,2,0,24.8,1476.25,0,23.81048387
0968-GSIKN,1,1,0,3,70.8,70.8,1,70.8
1965-DDBWU,16,1,0,1,89.05,1448.6,1,90.5375
9057-SIHCH,3,1,0,2,96.6,291.9,1,97.3
6352-GIGGQ,67,1,2,0,88.8,5903.15,0,88.10671642
3635-QQRQD,62,1,3,1,20.05,1201.65,0,19.38145161
6771-XWBDM,57,1,0,1,104.5,5921.35,1,103.8833333
2897-DOVND,2,1,0,2,69.8,146.65,0,73.325
3082-YVEKW,23,1,3,0,77.15,1759.4,0,76.49565217
0191-EQUUH,25,0,3,0,35.05,844.45,0,33.778
7134-HBPBS,72,1,3,0,108.1,7774.05,0,107.9729167
3489-HHPFY,2,1,0,2,84.05,134.05,0,67.025
2926-JEJJC,8,1,2,0,20.2,140.95,0,17.61875
8601-QACRS,5,1,0,3,50.6,249.95,1,49.99
4950-BDEUX,35,0,0,2,49.2,1701.65,0,48.61857143
5789-LDFXO,24,1,2,2,24.6,592.65,0,24.69375
0508-OOLTO,2,1,0,2,71.65,135.75,0,67.875
2984-TBYKU,72,1,3,1,104.9,7732.65,0,107.3979167
9822-WMWVG,41,1,0,2,106.5,4282.4,0,104.4487805
2391-SOORI,4,1,0,2,49.35,219.65,1,54.9125
9040-KZVWO,26,1,2,0,75.5,2018.1,0,77.61923077
2645-QTLMB,7,1,0,2,94.25,669,1,95.57142857
4806-HIPDW,1,1,0,2,68.95,68.95,1,68.95
1548-ARAGG,4,1,0,3,58.5,224.85,0,56.2125
6339-RZCBJ,48,1,3,1,78.9,3771.5,0,78.57291667
4424-TKOPW,2,1,0,2,93.85,196.75,1,98.375
4415-WNGVR,12,1,2,2,79.2,943.85,0,78.65416667
2522-AHJXR,60,1,0,0,109.45,6572.85,0,109.5475
0412-UCCNP,55,1,3,2,59.2,3175.85,0,57.74272727
1816-FLZDK,1,0,0,3,29.15,29.15,0,29.15
7096-UCLNH,1,1,0,3,20.05,20.05,0,20.05
8443-ZRDBZ,4,1,0,2,76.05,318.9,1,79.725
9136-ALYBR,1,0,0,3,24.45,24.45,1,24.45
4615-PIVVU,42,1,3,1,66.5,2762.75,0,65.7797619
8885-QSQBX,1,1,0,0,49.55,49.55,0,49.55
7479-NITWS,7,1,0,1,89.35,631.85,1,90.26428571
8617-ENBDS,3,1,0,1,73.6,232.5,0,77.5
9385-NXKDA,72,1,3,1,82.65,5919.35,0,82.21319444
0430-IHCDJ,15,1,0,2,49,749.25,0,49.95
2959-MJHIC,4,1,0,2,80.35,307.4,1,76.85
6674-KVJHG,11,1,2,2,25.2,245.15,0,22.28636364
1814-DKOLC,5,1,0,3,25.45,134.75,0,26.95
4201-JMNGR,1,1,0,2,55.8,55.8,1,55.8
9351-HXDMR,72,1,3,1,110.9,8240.85,0,114.45625
3537-HPKQT,55,1,0,1,77.75,4266.4,0,77.57090909
2129-ALKBS,40,1,0,2,26.2,1077.5,0,26.9375
5821-MMEIL,57,1,3,0,19.9,1115.6,0,19.57192982
5960-WPXQM,1,1,0,2,79.05,79.05,1,79.05
0684-AOSIH,1,1,0,2,95,95,1,95
8260-NGFNY,1,0,0,3,25.2,25.2,1,25.2
1309-XGFSN,52,1,2,2,80.85,4079.55,0,78.45288462
1866-RZZQS,41,1,0,2,98.4,4187.75,1,102.1402439
6968-URWQU,43,1,2,3,56.35,2391.15,0,55.60813953
4742-TXUEX,47,1,3,0,19.3,890.5,0,18.94680851
9631-XEYKE,3,1,0,0,50.4,137.25,0,45.75
8631-NBHFZ,66,1,3,1,79.4,5154.6,1,78.1
1335-MXCSE,55,1,3,1,55.25,3119.9,0,56.72545455
8873-TMKGR,29,1,2,3,19.1,529.5,0,18.25862069
8800-JOOCF,12,1,0,2,84.05,966.55,0,80.54583333
1469-LBJQJ,66,1,0,2,105.2,6936.85,0,105.1037879
4958-XCBDQ,35,1,0,2,101.4,3496.3,1,99.89428571
8337-UPOAQ,10,1,0,2,89.8,914.3,1,91.43
0064-YIJGF,27,1,0,0,75.75,1929,0,71.44444444
2386-OWURY,58,1,0,2,95.3,5817.7,0,100.3051724
1725-IQNIY,54,1,3,0,109.75,6110.2,1,113.1518519
0310-VQXAM,9,1,0,3,19.85,178.8,0,19.86666667
6598-RFFVI,2,1,2,1,19.3,28.3,1,14.15
3453-RTHJQ,6,1,0,2,69.1,435,0,72.5
6712-OAWRH,26,1,0,2,91.25,2351.8,1,90.45384615
6278-FEPBZ,9,1,0,3,20.25,186.15,0,20.68333333
4280-DLSHD,8,1,0,3,54.75,445.85,0,55.73125
1508-DFXCU,12,1,0,2,81.45,912,0,76
8614-VGMMV,15,1,0,2,49.1,679.55,1,45.30333333
7868-BGSZA,43,1,2,2,80.2,3581.6,0,83.29302326
2800-QQUSO,42,1,0,2,100.3,4222.95,0,100.5464286
2930-UOTMB,31,1,0,1,65.25,1994.3,1,64.33225806
7973-DZRKH,66,1,3,1,90.95,5930.05,0,89.84924242
5914-DVBWJ,18,1,0,2,85.45,1505.85,1,83.65833333
7698-YFGEZ,1,1,0,3,20,20,0,20
2533-QVMSK,61,1,3,2,94.1,5638.3,1,92.43114754
9773-PEQBZ,10,1,0,2,79.85,797.25,0,79.725
8644-XLFBW,1,1,0,2,71.65,71.65,1,71.65
0650-BWOZN,18,1,0,2,73.55,1359.45,0,75.525
8625-AZYZY,24,1,0,2,104.65,2542.45,1,105.9354167
7785-RDVIG,3,1,0,3,19.3,54.7,0,18.23333333
9602-WCXPI,50,1,2,1,20.15,989.05,0,19.781
2903-YYTBW,1,1,0,2,44.55,44.55,0,44.55
3620-MWJNE,2,1,0,3,54.45,87.3,0,43.65
8573-JGCZW,17,1,2,0,19.65,351.55,0,20.67941176
6837-HAEVO,69,1,3,2,105,7297.75,0,105.7644928
6701-YVNQG,72,1,3,1,88.7,6301.7,0,87.52361111
9306-CPCBC,3,1,0,2,74.25,210.3,1,70.1
4304-XUMGI,50,1,3,0,75.15,3822.45,0,76.449
9504-YAZWB,53,1,3,3,20.25,1048.45,0,19.78207547
8819-ZBYNA,58,1,3,1,109.1,6393.65,0,110.2353448
6174-NRBTZ,46,0,2,0,30.75,1489.3,0,32.37608696
9481-IEBZY,72,1,0,1,112.9,8061.5,0,111.9652778
1833-VGRUM,1,1,0,2,74.2,74.2,1,74.2
6137-NICCO,6,1,0,3,94.05,518.75,0,86.45833333
9065-ZCPQX,72,1,3,0,78.85,5763.15,0,80.04375
6402-EJMWF,4,1,0,3,55.3,238.5,0,59.625
3620-EHIMZ,52,1,3,3,19.35,1031.7,0,19.84038462
6870-ECSHE,2,1,2,3,20.45,34.8,0,17.4
8747-UDCOI,65,1,3,0,19.35,1319.95,0,20.30692308
8374-XGEJJ,43,1,0,2,101,4388.4,1,102.055814
2656-TABEH,4,1,0,2,100.2,420.2,1,105.05
6946-LMSQS,25,1,2,2,89.05,2177.45,1,87.098
4626-OZDTJ,51,1,2,1,78.65,3950.85,0,77.46764706
9169-BSVIN,12,1,0,0,74.75,827.05,0,68.92083333
2325-ZUSFD,57,1,2,0,70.1,3913.3,1,68.65438596
8194-PEEBY,24,1,2,3,19.9,533.5,0,22.22916667
6872-HXFNF,64,1,2,0,58.35,3756.45,0,58.69453125
3932-CMDTD,4,1,2,2,105.65,443.9,1,110.975
7714-YXSMB,26,1,0,0,100.5,2599.95,0,99.99807692
8387-UGUSU,15,1,0,3,20.05,284.3,0,18.95333333
1080-BWSYE,64,1,3,1,25.65,1740.8,0,27.2
4039-HEUNW,36,1,0,2,96.5,3436.1,1,95.44722222
1194-HVAIF,27,1,0,1,95,2462.55,0,91.20555556
0812-WUPTB,1,1,0,3,70.85,70.85,1,70.85
3594-UVONA,35,1,2,1,85.95,3110.1,1,88.86
0004-TLHLJ,4,1,0,2,73.9,280.85,1,70.2125
1767-TGTKO,8,1,0,2,45.45,411.75,0,51.46875
8439-LTUGF,10,1,0,1,20,198.6,0,19.86
8805-JNRAZ,2,1,0,3,49.2,103.7,0,51.85
5089-IFSDP,58,1,3,0,109.45,6144.55,1,105.9405172
6418-HNFED,51,1,3,1,83.25,4089.45,0,80.18529412
0206-OYVOC,46,1,3,3,19.25,864.2,0,18.78695652
7291-CDTMJ,1,1,0,0,19.65,19.65,0,19.65
7128-GGCNO,46,1,0,0,72.8,3249.4,0,70.63913043
0237-YFUTL,50,1,0,0,109.65,5405.8,0,108.116
7691-KGKGP,53,1,0,1,65,3363.8,0,63.46792453
6710-HSJRD,61,1,0,2,114.1,7132.15,0,116.9204918
3675-EQOZA,5,1,0,0,20.65,93.55,0,18.71
0840-DCNZE,47,1,2,0,86.95,4138.9,0,88.06170213
1732-FEKLD,54,1,2,0,94.75,5121.75,0,94.84722222
9862-KJTYK,19,0,0,1,25.35,566.1,0,29.79473684
0479-HMSWA,26,1,3,2,105.45,2715.3,0,104.4346154
5854-KSRBJ,70,1,3,3,25.4,1782.05,0,25.45785714
0365-BZUWY,17,1,0,2,102.55,1742.5,0,102.5
4817-VYYWS,30,1,0,2,100.2,2983.8,1,99.46
5701-SVCWR,1,1,0,3,24,24,0,24
3129-AAQOU,19,1,3,3,25.6,485.9,0,25.57368421
4922-CVPDX,26,1,3,1,73.5,1905.7,0,73.29615385
1396-QWFBJ,21,1,0,0,74.05,1565.7,1,74.55714286
1357-BIJKI,50,1,2,2,98.25,4858.7,0,97.174
1099-BTKWT,68,0,2,2,54.4,3723.65,0,54.75955882
5299-SJCZT,3,1,0,0,101.55,298.35,1,99.45
2018-PZKMU,9,1,0,2,103.1,970.45,0,107.8277778
7340-KEFQE,51,0,3,0,34.2,1782,0,34.94117647
4570-QHXHL,9,1,0,2,43.75,405.7,0,45.07777778
2403-BCASL,41,1,2,2,111.95,4534.9,1,110.6073171
7392-YYPYJ,22,1,0,2,100.65,2415.95,0,109.8159091
2898-LSJGD,21,0,2,2,55.95,1157.05,1,55.09761905
2223-GDSHL,71,1,3,0,116.05,8297.5,0,116.8661972
7359-PTSXY,1,1,0,2,45.75,45.75,1,45.75
9470-RTWDV,26,1,2,1,82,2083.1,0,80.11923077
2176-OSJUV,71,1,3,0,65.15,4681.75,0,65.94014085
9348-YVOMK,4,1,0,1,44.8,176.2,0,44.05
8104-OSKWT,12,1,0,2,79.8,1001.2,0,83.43333333
4521-YEEHE,18,1,0,2,88.85,1594.75,0,88.59722222
4090-KPJIP,3,1,0,2,74.95,212.4,0,70.8
3786-WOVKF,72,1,2,0,106.85,7677.4,0,106.6305556
4503-BDXBD,11,1,0,2,74.95,815.5,1,74.13636364
6086-ESGRL,1,1,0,1,80.15,80.15,1,80.15
2592-HODOV,13,1,2,1,19.3,259.65,0,19.97307692
3886-CERTZ,72,1,2,2,109.25,8109.8,1,112.6361111
7995-ZHHNZ,42,1,2,1,56.1,2386.85,0,56.8297619
3824-RHKVR,17,1,0,1,19.7,340.35,0,20.02058824
5816-SCGFC,7,1,0,3,51.3,419.35,0,59.90714286
5989-AXPUC,68,1,3,3,118.6,7990.05,0,117.5007353
4979-HPRFL,56,1,3,0,24.15,1402.25,0,25.04017857
8590-OHDIW,38,1,2,3,20.3,749.35,0,19.71973684
8015-IHCGW,72,1,3,2,115.5,8425.15,0,117.0159722
2332-TODQS,48,1,2,1,25.05,1171.5,0,24.40625
9278-VZKCD,52,1,0,2,109.1,5647.95,0,108.6144231
8008-OTEZX,35,1,2,3,19.65,708.8,0,20.25142857
2773-OVBPK,67,1,3,0,111.3,7567.2,0,112.9432836
5999-LCXAO,1,0,0,3,29.9,29.9,0,29.9
5206-XZZQI,53,1,0,3,80.6,4348.1,0,82.03962264
4803-LBYPN,34,1,0,3,20.8,635.9,0,18.70294118
5759-RCVCB,3,0,0,1,35.2,108.95,1,36.31666667
6372-RFVNS,1,1,0,2,78.8,78.8,1,78.8
2139-FQHLM,19,1,0,3,89.95,1682.4,0,88.54736842
8261-GWDBQ,60,1,3,0,116.05,6925.9,0,115.4316667
1093-YSWCA,11,1,3,1,19.55,223.15,0,20.28636364
8938-UMKPI,47,1,0,2,106.4,5127.95,1,109.1053191
0991-BRRFB,18,1,0,2,49.4,874.8,1,48.6
3882-IYOIJ,60,1,3,1,115.25,6758.45,0,112.6408333
8749-TZYEC,72,1,3,1,24.8,1874.3,0,26.03194444
1755-FZQEC,39,1,2,3,19.9,791.15,0,20.28589744
3115-JPJDD,59,1,2,1,81.25,4639.45,0,78.63474576
5600-KTXFM,2,1,0,3,69.95,143.9,0,71.95
3871-IKPYH,1,1,0,2,69.1,69.1,1,69.1
6319-IEJWJ,20,1,0,2,90.2,1776.55,1,88.8275
9025-AOMKI,6,1,0,0,93.55,536.4,1,89.4
6339-TBELP,71,1,3,1,86.4,6172,0,86.92957746
7964-YESJC,24,1,0,3,66.3,1559.45,0,64.97708333
6173-GOLSU,67,1,0,1,94.65,6079,0,90.73134328
5275-SQEIZ,1,1,0,3,80.85,80.85,1,80.85
7716-YTYHG,48,1,2,3,82.05,4029.95,1,83.95729167
9938-ZREHM,37,1,2,3,72.1,2658.4,0,71.84864865
7950-XWOVN,11,0,0,3,34.7,383.55,0,34.86818182
4390-KYULV,3,1,0,1,20.55,51.15,1,17.05
4647-MUZON,18,1,0,1,95.95,1745.5,0,96.97222222
9702-AIUJO,50,1,2,0,44.8,2230.85,0,44.617
